COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ELV     473.29  Jan+ 472.5   11.00    2.2   79.4    2.2   79.4 462.39 483.35  0.02  0.02    69    51    32     0.6    22.0 462.39    52/   43
AAOI     17.29  Jan'25 17.5   6.50   58.8   58.4   60.2   59.9  10.89  23.85  0.37  0.38    66    50    39    22.1    22.0  10.89    -4/   52
AFRM     40.98  Jun  40       9.70   27.3   63.5   27.3   63.5  31.38  49.55  0.23  0.21    69    52    36     9.4    22.0  31.38     8/    8
KOLD     84.13  Feb+ 83      11.20   13.6  130.5   13.6  130.5  73.03  94.05  0.13  0.12    66    52    38     2.3    22.0  73.03   -10/   30
PTON      5.81  Jan'25 8      1.42   29.4   29.2   77.1   76.6   4.49   9.27  0.23  0.60    60    38    32    22.1    22.0   4.49    -2/   60
SMCI    326.31  Feb  300     43.50    6.0   70.9    6.0   70.9 282.91 343.35  0.13  0.05    75    65    40     1.9    22.0 282.91    23/   68
LABD      9.62  Jan'25 11     3.00   43.2   42.9   62.9   62.6   6.72  13.85  0.30  0.44    65    44    35    22.1    22.0   6.72     3/   37
EL      129.76  Feb+ 133      5.60    4.4   67.3    7.0  106.4 124.26 138.45  0.04  0.07    64    42    29     1.4    22.0 124.26    34/   97
BOIL     31.15  Mar  31       5.15   18.6  115.0   18.6  115.0  26.10  36.00  0.16  0.16    65    50    38     3.6    22.0  26.10   -15/   40
ELF     163.93  Feb  155     17.50    5.7   67.7    5.7   67.7 146.53 172.35  0.11  0.05    74    63    39     1.9    22.0 146.53    32/   92
NTLA     26.76  Sep  35       4.00   17.1   25.1   52.9   77.8  22.86  38.85  0.15  0.45    61    31    25    15.0    22.0  22.86     9/   51
CHTR    368.34  Feb+ 380      7.60    2.1   44.6    5.3  113.7 360.84 387.45  0.02  0.05    62    33    23     1.0    22.0 360.84    26/   27
COIN    133.88  Jun  155     20.20   17.7   41.1   36.2   84.1 113.78 175.05  0.15  0.31    62    39    31     9.5    22.0 113.78    -9/   40
DPST     81.02  Mar+ 88       6.70    8.9   71.9   18.2  147.5  74.42  94.55  0.08  0.17    60    40    31     2.7    22.0  74.42    -4/   51
LABU    119.16  Jan'25 123   41.30   52.8   52.6   57.7   57.4  77.96 164.15  0.35  0.38    67    49    37    22.1    22.0  77.96     0/   42
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
YANG     16.43  Apr  19       1.80   11.5   44.8   28.6  111.2  14.73  20.65  0.10  0.26    60    37    29     5.7    22.0  14.73     4/   24
NAIL    105.13  Feb  109      7.50    7.6   89.2   11.5  135.2  97.73 116.35  0.07  0.11    63    44    32     1.9    22.0  97.73     3/   24
KOLD     84.13  Feb  73      16.30    7.4   87.0    7.4   87.0  67.93  89.15  0.19  0.06    75    67    43     1.9    22.0  67.93    -3/   30
CVNA     42.29  Feb+ 44.5     1.95    4.6   98.2    9.9  212.9  40.44  46.30  0.04  0.09    60    39    30     1.0    21.9  40.44   -12/   20
CAN       2.10  Jan'26 2      1.30  116.7   58.3  116.7   58.3   0.90   3.15  0.57  0.50    63    51    44    43.8    21.9   0.90   -16/   97
ELV     473.29  Jan+ 475      9.70    2.1   75.6    2.4   88.6 463.69 484.55  0.02  0.02    67    47    30     0.6    21.9 463.69    51/   43
ENPH    108.75  Mar+ 107     11.75   10.1   82.3   10.1   82.3  97.10 118.60  0.11  0.09    69    53    35     2.7    21.9  97.10    19/   57
SYM      41.27  May  47.5     5.60   15.4   46.0   32.7   97.7  35.77  52.95  0.13  0.28    61    39    31     7.3    21.9  35.77     7/   67
MDGL    243.92  Mar  220     45.10   10.6   65.4   10.6   65.4 198.92 264.95  0.18  0.09    74    63    40     3.5    21.9 198.92    27/   60
LABU    119.16  Mar  110     22.45   13.6   84.0   13.6   84.0  96.81 132.30  0.19  0.11    70    58    40     3.5    21.9  96.81     3/   42
AFRM     40.98  Feb+ 34       8.90    5.5   52.8    5.5   52.8  32.18  42.75  0.21  0.04    81    76    44     2.3    21.9  32.18    18/    8
WOLF     32.73  Feb+ 29       5.40    5.5   84.3    5.5   84.3  27.43  34.25  0.16  0.05    76    69    43     1.4    21.9  27.43    41/   98
ARM      68.48  Feb+ 70.5     3.30    4.9   74.6    7.9  120.4  65.28  73.65  0.05  0.08    63    42    30     1.4    21.9  65.28    24/   64
SMCI    326.31  Mar+ 350     23.10    7.6   61.5   15.4  124.7 303.31 372.95  0.07  0.14    61    39    30     2.7    21.9 303.31    13/   68
ILMN    135.14  Feb+ 139      6.40    4.9   74.4    7.8  119.3 128.84 145.25  0.05  0.07    63    42    30     1.4    21.9 128.84    13/   81
LABU    119.16  Jan'25 122   41.65   53.5   53.2   57.1   56.8  77.61 163.50  0.35  0.37    67    49    37    22.0    21.9  77.61     1/   42
LABU    119.16  Jan'25 120   42.45   55.1   54.8   56.2   55.9  76.81 162.30  0.36  0.36    67    50    38    22.0    21.9  76.81     1/   42
ROKU     84.79  Feb+ 78      11.40    6.1   58.3    6.1   58.3  73.49  89.25  0.13  0.05    76    66    40     2.3    21.9  73.49    33/   25
LRCX    761.14  Jan+ 745     32.90    2.3   83.2    2.3   83.2 728.34 777.75  0.04  0.02    73    62    38     0.6    21.9 728.34    46/   37
URI     561.13  Jan+ 537.5   33.00    1.7   63.7    1.7   63.7 528.23 570.35  0.06  0.02    79    72    41     0.6    21.9 528.23    54/   59
OPEN      3.22  Jan'26 4.5    1.31   60.2   30.1  121.4   60.6   2.01   5.66  0.38  0.76    62    42    36    43.8    21.9   2.01     1/   46
QCOM    141.12  Feb+ 141      4.85    3.4   72.1    3.4   72.1 136.37 145.70  0.03  0.03    70    51    31     1.0    21.9 136.37    57/   14
CMG    2289.97  Feb+ 2355    52.00    2.3   35.3    5.2   79.42238.072406.85  0.02  0.05    65    32    20     1.4    21.92238.07    67/   32
NOW     727.56  Jan+ 712.5   30.70    2.2   81.1    2.2   81.1 696.96 743.05  0.04  0.02    73    62    38     0.6    21.9 696.96    59/   38
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
DPST     81.02  Jan+ 79       5.80    4.8  175.9    4.8  175.9  75.32  84.65  0.07  0.04    69    57    39     0.6    21.9  75.32     5/   51
CMG    2289.97  Feb+ 2360    50.40    2.2   34.2    5.4   81.72239.672410.25  0.02  0.05    64    31    20     1.4    21.92239.67    67/   32
COIN    133.88  Feb  125     17.50    7.3   85.6    7.3   85.6 116.48 142.35  0.13  0.06    72    61    40     1.9    21.9 116.48    -1/   40
KOLD     84.13  Aug  93      20.30   31.6   54.1   45.4   77.8  63.93 113.15  0.24  0.34    63    45    36    12.7    21.8  63.93   -14/   30
ESTA     34.72  Aug  27.5    13.60   29.4   50.3   29.4   50.3  21.22  40.95  0.39  0.18    74    62    42    12.7    21.8  21.22    14/   98
BILL     73.88  Feb+ 65      12.10    5.0   75.5    5.0   75.5  61.88  76.95  0.16  0.04    78    71    43     1.4    21.8  61.88    75/   62
AFRM     40.98  Apr  40       7.55   19.1   74.3   19.1   74.3  33.53  47.40  0.18  0.16    68    52    37     5.6    21.8  33.53     6/    8
LABU    119.16  Jun  118     28.90   30.5   71.0   30.5   71.0  90.36 146.75  0.24  0.23    67    51    37     9.4    21.8  90.36     0/   42
ISRG    362.33  Jan+ 352.5   15.80    1.7   61.3    1.7   61.3 346.63 368.15  0.04  0.02    77    68    39     0.6    21.8 346.63    28/   46
AEHR     17.29  Oct  20       4.00   29.1   38.5   49.0   64.8  13.39  23.85  0.23  0.38    65    41    32    16.5    21.8  13.39   -13/    3
BOIL     31.15  Jan+ 30.5     2.58    6.2  226.6    6.2  226.6  28.67  32.93  0.08  0.06    67    54    38     0.6    21.8  28.67    -8/   40
DPST     81.02  Mar+ 87.5     6.90    9.2   74.3   17.8  144.6  74.22  94.25  0.08  0.16    61    41    32     2.7    21.8  74.22    -3/   51
META    367.46  Feb+ 355     24.10    3.3   50.9    3.3   50.9 343.46 378.95  0.07  0.03    77    65    37     1.4    21.8 343.46    50/   31
RUN      14.21  May  15       2.56   20.9   62.6   27.2   81.5  11.75  17.41  0.17  0.23    65    46    34     7.3    21.8  11.75     3/   58
TTD      63.76  Feb+ 63       5.40    7.7   73.8    7.7   73.8  58.46  68.25  0.08  0.07    70    53    34     2.3    21.8  58.46    40/   26
BMEA     14.41  Apr  12.5     4.30   21.9   85.2   21.9   85.2  10.21  16.65  0.29  0.16    69    58    42     5.6    21.8  10.21    16/   77
LABU    119.16  Jan'25 121   42.00   54.2   53.9   56.5   56.2  77.26 162.85  0.35  0.37    67    49    38    21.9    21.8  77.26     0/   42
UPST     30.45  Mar+ 31       3.75   13.6  110.5   15.5  125.6  26.80  34.60  0.12  0.14    64    48    36     2.7    21.8  26.80    10/   34
LABU    119.16  Feb+ 109.5   15.15    5.1  110.1    5.1  110.1 104.11 124.50  0.13  0.04    74    66    42     1.0    21.8 104.11     6/   42
LABU    119.16  Feb  106     20.45    7.2   85.1    7.2   85.1  98.81 126.30  0.17  0.06    74    66    42     1.8    21.7  98.81     6/   42
CMG    2289.97  Feb+ 2235   112.70    2.6   40.2    2.6   40.22177.372347.55  0.05  0.03    80    66    34     1.4    21.72177.37    78/   32
CMG    2289.97  Feb+ 2245   106.10    2.8   42.5    2.8   42.52183.972350.95  0.05  0.03    79    63    33     1.4    21.72183.97    76/   32
ANF      98.89  Mar  100      9.30   10.3   63.5   11.4   70.8  89.69 109.15  0.09  0.10    68    48    32     3.5    21.7  89.69    24/    8
KRYS    126.95  May  140     14.60   12.9   38.6   24.5   73.2 112.45 154.45  0.11  0.22    65    38    27     7.3    21.7 112.45     7/   52
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
MSTR    482.14  Jan+ 490     19.30    4.1  151.4    5.8  213.0 462.94 509.15  0.04  0.06    63    45    33     0.6    21.7 462.94   -12/   44
KOLD     84.13  Feb+ 83.5    10.90   13.8  132.6   13.8  132.6  73.33  94.25  0.13  0.12    65    51    37     2.3    21.7  73.33   -10/   30
KOLD     84.13  Feb  76      14.30    8.6  101.4    8.6  101.4  69.93  90.15  0.17  0.07    72    63    41     1.8    21.7  69.93    -5/   30
SMCI    326.31  Feb+ 355     18.20    5.9   56.4   15.2  145.7 308.21 373.05  0.06  0.14    60    36    28     2.3    21.7 308.21    13/   68
KOLD     84.13  Jan'25 81    32.50   56.5   56.2   56.5   56.2  51.73 113.35  0.39  0.35    67    51    39    21.8    21.7  51.73    -9/   30
JOBY      5.69  Jan'26 10     1.50   32.6   16.3  131.9   65.9   4.29  11.35  0.25  0.99    61    28    24    43.4    21.7   4.29    19/   19
CIFR      2.90  Jan'26 4      1.25   65.7   32.8  125.7   62.8   1.75   5.10  0.40  0.76    60    43    39    43.5    21.7   1.75   -15/   80
AFRM     40.98  May  35      11.35   17.6   52.5   17.6   52.5  29.73  46.20  0.27  0.13    75    63    40     7.2    21.7  29.73    12/    8
AAP      61.40  Mar+ 59       6.70    7.6   61.4    7.6   61.4  54.80  65.55  0.11  0.07    73    59    36     2.7    21.7  54.80    25/   91
EL      129.76  Feb+ 130      7.00    5.6   85.4    5.8   87.8 122.86 136.85  0.05  0.05    68    49    33     1.4    21.7 122.86    36/   97
SPOT    203.35  Feb  210      9.30    4.7   55.8    8.1   95.8 194.15 219.15  0.05  0.08    64    40    28     1.8    21.7 194.15    42/   20
CMG    2289.97  Feb+ 2365    48.60    2.2   32.9    5.5   83.82241.472413.45  0.02  0.05    64    30    19     1.4    21.72241.47    66/   32
TTD      63.76  Feb+ 62       5.95    7.0   67.0    7.0   67.0  57.91  67.80  0.09  0.06    72    57    36     2.3    21.7  57.91    41/   26
DPST     81.02  Feb  79       9.30    9.9  116.9    9.9  116.9  71.82  88.15  0.11  0.09    67    54    38     1.8    21.7  71.82     3/   51
DPST     81.02  Mar+ 87       7.10    9.5   76.7   17.5  141.7  74.02  93.95  0.09  0.16    61    41    32     2.7    21.7  74.02    -3/   51
COHR     45.16  Feb+ 46       2.45    5.5   83.5    7.3  111.5  42.81  48.30  0.05  0.07    65    45    32     1.4    21.6  42.81    28/   44
LABU    119.16  Mar  109     23.00   13.2   81.6   13.2   81.6  96.26 131.85  0.19  0.11    71    59    40     3.5    21.6  96.26     3/   42
MSOS      8.73  Jan+ 9        0.62    6.3  231.2    9.0  329.0   8.21   9.47  0.06  0.08    62    44    34     0.6    21.6   8.21    17/   90
LABU    119.16  Mar+ 110     20.30   11.1   90.1   11.1   90.1  98.96 130.15  0.17  0.09    71    59    40     2.7    21.6  98.96     3/   42
IOVA      8.37  Jun  7.5      3.00   36.2   84.2   36.2   84.2   5.47  10.35  0.35  0.24    66    54    42     9.3    21.6   5.47     4/   99
ALGN    267.46  Feb  260     22.50    6.1   71.5    6.1   71.5 245.06 282.35  0.08  0.06    72    57    36     1.8    21.6 245.06    33/   65
CMG    2289.97  Feb+ 2370    46.80    2.1   31.7    5.6   85.92243.272416.65  0.02  0.06    63    28    18     1.4    21.62243.27    67/   32
AEHR     17.29  Jul  20       3.00   20.2   39.8   38.6   76.2  14.39  22.85  0.17  0.32    63    40    31    10.9    21.6  14.39   -15/    3
KOLD     84.13  Jan'25 82    32.00   56.9   56.6   56.9   56.6  52.23 113.85  0.38  0.35    67    51    39    21.7    21.6  52.23    -9/   30
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ZIM      13.31  Mar+ 14.5     1.37   10.5   85.6   20.0  162.4  12.04  15.72  0.10  0.18    60    41    33     2.7    21.6  12.04    11/  100
RXRX     10.76  Jun  12       2.10   22.8   53.1   36.4   84.7   8.76  13.95  0.19  0.30    63    43    34     9.3    21.6   8.76    -1/   84
LABU    119.16  Feb+ 107     18.40    6.0   91.8    6.0   91.8 100.86 125.25  0.15  0.05    75    67    42     1.4    21.6 100.86     6/   42
U        34.10  Mar  38       2.15    6.4   39.6   18.4  113.9  32.05  40.00  0.06  0.17    60    33    25     3.5    21.6  32.05    10/   24
EL      129.76  Feb+ 131      6.50    5.2   78.9    6.2   93.6 123.36 137.35  0.05  0.06    66    47    32     1.4    21.6 123.36    37/   97
KRYS    126.95  May  135     16.60   14.9   44.7   22.2   66.4 110.45 151.45  0.13  0.19    67    42    29     7.2    21.6 110.45     8/   52
LABU    119.16  Feb  105     21.10    6.9   81.4    6.9   81.4  98.16 125.95  0.18  0.06    75    67    42     1.8    21.6  98.16     7/   42
EH       13.50  Jan'25 17.5   3.00   27.4   27.2   64.6   64.3  10.60  20.35  0.21  0.51    64    35    28    21.7    21.6  10.60    19/    5
KLAC    566.81  Jan+ 562.5   19.40    2.7   99.6    2.7   99.6 547.51 581.75  0.03  0.03    69    54    35     0.6    21.6 547.51    44/   35
AAP      61.40  Mar+ 58       7.30    6.9   56.1    6.9   56.1  54.20  65.15  0.12  0.06    75    62    37     2.7    21.6  54.20    26/   91
ENPH    108.75  Feb+ 100     15.00    6.5   62.4    6.5   62.4  93.85 114.85  0.14  0.06    76    65    40     2.2    21.6  93.85    25/   57
ENPH    108.75  Mar  120      7.60    7.4   45.8   18.5  114.3 101.25 127.45  0.07  0.17    61    36    28     3.5    21.6 101.25    12/   57
LABU    119.16  Mar+ 111     19.70   11.4   92.8   11.4   92.8  99.56 130.55  0.16  0.10    70    58    40     2.7    21.6  99.56     3/   42
KOLD     84.13  Aug  91      21.10   33.3   57.0   44.1   75.5  63.13 111.95  0.25  0.33    64    46    37    12.6    21.6  63.13   -14/   30
ROKU     84.79  Mar+ 83       9.00    9.3   75.5    9.3   75.5  75.89  91.85  0.10  0.08    70    54    36     2.6    21.5  75.89    27/   25
GTLB     62.73  Mar  70       3.40    5.6   34.4   17.7  109.5  59.43  73.25  0.05  0.17    60    30    23     3.5    21.5  59.43    18/    5
EH       13.50  Jul  16       2.10   17.4   34.3   38.7   76.3  11.50  17.95  0.15  0.33    63    36    28    10.9    21.5  11.50    13/    5
ALGN    267.46  Feb+ 230     40.80    1.4   30.2    1.4   30.2 226.76 270.65  0.15  0.01    93    91    46     1.0    21.5 226.76    68/   65
ROKU     84.79  Mar+ 82       9.55    8.8   71.2    8.8   71.2  75.34  91.40  0.11  0.08    71    56    36     2.6    21.5  75.34    27/   25
LABU    119.16  Jan'25 119   42.65   55.3   55.0   55.3   55.0  76.61 161.50  0.36  0.36    67    50    38    21.7    21.5  76.61     0/   42
ARM      68.48  Feb+ 70       3.50    5.2   79.5    7.5  113.8  65.08  73.35  0.05  0.07    64    44    31     1.4    21.5  65.08    25/   64
ROKU     84.79  Mar  95       5.05    6.2   38.4   18.9  117.1  79.84  99.90  0.06  0.18    60    32    25     3.5    21.5  79.84    18/   25
KOLD     84.13  May  95      13.60   19.1   57.2   34.4  103.0  70.63 108.45  0.16  0.29    61    42    34     7.2    21.5  70.63   -17/   30
MDGL    243.92  Apr  230     47.50   17.0   66.1   17.0   66.1 196.52 277.35  0.19  0.14    70    56    38     5.5    21.5 196.52    21/   60
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
CMG    2289.97  Feb+ 2230   115.80    2.6   38.9    2.6   38.92174.272345.65  0.05  0.02    81    67    34     1.4    21.52174.27    79/   32
SMCI    326.31  Mar+ 345     25.10    8.3   67.3   14.5  117.5 301.31 369.95  0.08  0.13    62    41    31     2.6    21.5 301.31    14/   68
DPST     81.02  Jan+ 78.5     6.10    4.6  166.9    4.6  166.9  75.02  84.45  0.07  0.04    69    58    39     0.6    21.5  75.02     5/   51
RBLX     39.35  Feb+ 40       2.96    7.8   75.3    9.5   91.1  36.49  42.81  0.07  0.09    66    46    32     2.2    21.5  36.49    35/   23
CMG    2289.97  Feb+ 2240   109.10    2.7   41.1    2.7   41.12180.972348.95  0.05  0.03    79    64    34     1.4    21.52180.97    78/   32
DPST     81.02  Mar+ 86.5     7.30    9.8   79.1   17.1  138.8  73.82  93.65  0.09  0.16    61    42    33     2.7    21.5  73.82    -3/   51
KOLD     84.13  Aug  95      19.30   29.6   50.7   46.2   79.2  64.93 114.15  0.23  0.36    62    44    36    12.5    21.5  64.93   -14/   30
ELV     473.29  Jan+ 485      5.60    1.2   42.9    3.7  133.9 467.79 490.45  0.01  0.04    60    30    22     0.6    21.5 467.79    49/   43
UPS     155.33  Feb+ 152.5    6.55    2.4   51.5    2.4   51.5 148.88 158.90  0.04  0.02    76    62    35     1.0    21.5 148.88    60/   48
WDC      52.23  Jan+ 49.5     3.55    1.4   50.1    1.4   50.1  48.78  52.90  0.07  0.01    83    78    43     0.6    21.5  48.78    63/   19
SMCI    326.31  Feb+ 320     34.30    9.5   91.5    9.5   91.5 292.11 354.15  0.10  0.09    68    53    36     2.2    21.4 292.11    18/   68
HUT       9.62  Jul  9        3.20   37.3   73.5   37.3   73.5   6.52  12.05  0.32  0.25    66    53    40    10.8    21.4   6.52   -15/   37
LABU    119.16  Jun  117     29.30   30.0   69.8   30.0   69.8  89.96 146.15  0.25  0.23    67    51    38     9.2    21.4  89.96     0/   42
NAIL    105.13  Mar  117      7.90    8.0   49.6   20.2  124.7  97.33 124.75  0.07  0.19    60    36    29     3.5    21.4  97.33     0/   24
LABU    119.16  Feb+ 111     18.50   10.1   97.1   10.1   97.1 100.76 129.35  0.15  0.09    70    59    40     2.2    21.4 100.76     3/   42
DKNG     33.66  Feb  36       1.42    4.1   48.1   11.2  131.4  32.34  37.27  0.04  0.11    60    33    25     1.8    21.4  32.34    23/   18
CYTK     81.19  Feb+ 82       9.10   12.5  119.7   13.5  129.9  72.19  90.95  0.11  0.12    65    49    36     2.2    21.4  72.19   -24/   81
CMG    2289.97  Feb+ 2255    99.40    2.9   44.6    2.9   44.62190.672354.25  0.04  0.03    77    60    32     1.4    21.42190.67    76/   32
BILL     73.88  Feb+ 80       5.40    7.7   74.2   16.6  159.2  68.58  85.25  0.07  0.15    60    39    31     2.2    21.4  68.58    35/   62
UPS     155.33  Feb+ 160      2.91    1.8   39.6    4.9  104.6 152.52 162.76  0.02  0.05    62    31    22     1.0    21.4 152.52    54/   48
KOLD     84.13  Aug  99      17.70   26.5   45.3   48.7   83.5  66.53 116.55  0.21  0.39    61    42    35    12.5    21.4  66.53   -15/   30
CMG    2289.97  Feb+ 2375    45.00    2.0   30.4    5.8   88.02245.072419.85  0.02  0.06    63    27    18     1.4    21.42245.07    66/   32
WOLF     32.73  Feb+ 35       2.80    9.0   86.4   16.4  157.4  30.03  37.65  0.08  0.15    61    41    33     2.2    21.4  30.03    20/   98
LABU    119.16  Jan'25 118   43.00   54.7   54.4   54.7   54.4  76.26 160.85  0.36  0.35    68    50    38    21.5    21.4  76.26     1/   42
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
SNAP     15.54  Feb+ 16.5     1.20    7.6   73.2   13.9  133.7  14.44  17.55  0.07  0.13    62    40    31     2.2    21.4  14.44    23/   61
RUN      14.21  Jun  16       2.51   20.4   47.5   35.2   81.8  11.80  18.36  0.17  0.29    63    42    32     9.2    21.4  11.80    -0/   58
LABU    119.16  Feb+ 110     19.10    9.8   93.9    9.8   93.9 100.16 128.95  0.16  0.08    71    60    40     2.2    21.4 100.16     3/   42
SNAP     15.54  Feb  15       1.79    7.9   93.5    7.9   93.5  13.85  16.64  0.11  0.07    70    56    38     1.8    21.4  13.85    33/   61
DPST     81.02  Mar+ 86       7.50   10.1   81.5   16.7  135.8  73.62  93.35  0.09  0.15    62    43    33     2.6    21.4  73.62    -1/   51
TGTX     15.16  Jan'25 12     7.10   46.4   46.2   46.4   46.2   8.16  18.95  0.46  0.25    73    59    41    21.5    21.4   8.16     2/   38
DFS     109.66  Jan+ 113      1.80    1.6   57.5    4.6  168.7 107.96 114.65  0.02  0.05    60    32    25     0.6    21.4 107.96    29/   41
AMLX     15.52  Apr  11       5.70   10.4   40.3   10.4   40.3   9.92  16.55  0.36  0.07    83    77    44     5.5    21.4   9.92    22/   79
DFS     109.66  Jan+ 111      2.60    2.3   85.2    3.5  129.1 107.16 113.45  0.02  0.03    64    43    30     0.6    21.4 107.16    33/   41
BOIL     31.15  Mar+ 30.5     4.80   15.1  122.7   15.1  122.7  26.45  35.15  0.15  0.13    66    52    38     2.6    21.4  26.45   -14/   40
KOLD     84.13  Jan+ 74      12.20    2.7   97.3    2.7   97.3  72.03  86.05  0.14  0.02    81    76    45     0.6    21.4  72.03     4/   30
LABU    119.16  Jun  116     29.75   29.5   68.7   29.5   68.7  89.51 145.60  0.25  0.22    67    52    38     9.2    21.3  89.51     1/   42
RILY     23.15  Mar  22.5     3.90   16.0   99.1   16.0   99.1  19.35  26.25  0.16  0.13    67    53    38     3.4    21.3  19.35   -14/   93
LRCX    761.14  Jan+ 742.5   34.45    2.2   78.6    2.2   78.6 726.79 776.80  0.05  0.02    74    64    39     0.6    21.3 726.79    46/   37
NET      78.45  Feb+ 80       5.35    7.2   68.9    9.2   88.6  73.20  85.20  0.07  0.09    66    45    31     2.2    21.3  73.20    34/   11
SYM      41.27  Mar  45       4.00   10.4   64.6   20.3  125.5  37.37  48.85  0.09  0.18    61    40    32     3.4    21.3  37.37     7/   67
ROKU     84.79  Feb+ 76      12.75    5.3   50.7    5.3   50.7  72.14  88.60  0.15  0.04    79    71    41     2.2    21.3  72.14    35/   25
LABU    119.16  Mar  108     23.55   12.8   79.1   12.8   79.1  95.71 131.40  0.20  0.10    71    60    40     3.4    21.3  95.71     3/   42
KMB     123.07  Jan+ 123      2.20    1.6   59.7    1.6   59.7 120.97 125.05  0.02  0.02    72    51    30     0.6    21.3 120.97    45/   67
NAIL    105.13  Feb  107      8.40    8.6  100.9   10.5  123.1  96.83 115.25  0.08  0.10    64    47    34     1.8    21.3  96.83     4/   24
KOLD     84.13  Feb+ 74      14.60    6.2   94.4    6.2   94.4  69.63  88.45  0.17  0.05    75    68    43     1.4    21.2  69.63    -1/   30
BOIL     31.15  Feb  29       4.95   10.1  118.6   10.1  118.6  26.30  33.80  0.16  0.09    70    59    40     1.8    21.2  26.30    -9/   40
CMG    2289.97  Feb+ 2225   118.90    2.5   37.7    2.5   37.72171.172343.75  0.05  0.02    81    68    35     1.4    21.22171.17    78/   32
HIVE      3.54  Jan'26 4.5    1.60   73.5   36.7  118.1   59.0   2.04   5.95  0.42  0.68    61    45    39    42.5    21.2   2.04   -24/   80
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
SAVA     25.74  Jan'25 35     5.00   23.5   23.4   67.7   67.3  20.84  39.85  0.19  0.55    62    33    26    21.3    21.2  20.84    25/    2
EL      129.76  Feb+ 129      7.50    5.4   81.9    5.4   81.9 122.36 136.35  0.06  0.05    69    52    34     1.4    21.2 122.36    36/   97
SMCI    326.31  Feb+ 295     40.20    3.1   65.6    3.1   65.6 286.21 335.05  0.12  0.03    80    74    43     1.0    21.2 286.21    31/   68
BOIL     31.15  Jun  32       7.55   31.4   73.1   34.8   80.9  23.70  39.40  0.24  0.26    64    49    38     9.1    21.2  23.70   -16/   40
MSTR    482.14  Feb  510     29.00    6.4   75.1   12.5  147.3 453.24 538.85  0.06  0.12    61    40    31     1.8    21.2 453.24   -13/   44
ELV     473.29  Jan+ 470     12.30    1.9   70.1    1.9   70.1 461.09 482.15  0.03  0.02    72    56    34     0.6    21.2 461.09    53/   43
ELV     473.29  Jan+ 482.5    6.40    1.3   49.2    3.3  120.8 466.99 488.75  0.01  0.03    62    34    24     0.6    21.2 466.99    49/   43
